label_id,space_similarity,material_similarity,defect_similarity,actual_space,predicted_space,actual_material,predicted_material,actual_defect,predicted_defect
82571a6c-b6d3-403e-961f-32be8865aab7,0.5005512237548828,0.2940097451210022,0.24368685483932495,거실,Other Auxiliary Spaces,도배지,Painted Wall,오염,Finishing / Surface Issues
71612730-6c27-45d8-bdf7-479de6d539d4,0.6210179924964905,0.2940097451210022,0.24368685483932495,거실,Entrance / Hallways / Storage,도배지,Painted Wall,오염,Finishing / Surface Issues
69f878ea-1626-41b7-8479-5f1752bb79b0,0.5544766783714294,0.49207592010498047,0.11834557354450226,거실,Entrance,장판,Glass,들뜸,"Fixtures, Doors & Windows Issues"
6f3424c0-38e7-470a-848a-3bee74be5388,0.6876909732818604,0.47955775260925293,0.37324634194374084,거실,Entrance / Vestibule,장판,Door threshold,들뜸,Installation / Construction Faults
ba426806-6ec4-4a5e-819a-e9232c4984d6,0.618415355682373,0.17520320415496826,0.0,거실,Living Room,마루,Wood Flooring,오염,unknown
0b3a33e7-58c3-4657-93e2-b9ca9ae22641,0.618415355682373,0.20058348774909973,0.24368685483932495,거실,Living Room,마루,Flooring (wooden),오염,Finishing / Surface Issues
eadc3611-9723-40d2-96cb-72edb4a4d626,0.3104534149169922,0.22811546921730042,0.2736382782459259,발코니(주방),Bathroom / Hygiene Spaces,페인트,Chrome-plated fixtures,오염,Installation / Construction Faults
4d25b151-d670-4e0b-9c39-2542c76a2952,0.5491139888763428,0.07127849757671356,0.2736382782459259,주방,Entrance / Vestibule,렌지후드,Plastic mesh panel,오염,Installation / Construction Faults
a6e41294-7ec4-4165-b069-d90bb0b7ada3,0.5548651218414307,0.205951526761055,0.3262208104133606,침실1(안방),Balcony (Living Room),도배지,Window frame,마감불량,Installation / Construction Faults
a8413636-d5af-4401-b4b0-94bf5f3b16e4,0.47734054923057556,0.2940097451210022,0.49695929884910583,거실,Bathroom / Hygiene Spaces,도배지,Painted Wall,마감불량,Finishing / Surface Issues
30df888a-ac7e-4d67-b850-8c7d5deafa9e,0.6876909732818604,0.4112887680530548,0.504275918006897,거실,Entrance / Vestibule,몰딩,Tile,들뜸,Finishing / Surface Issues
7c4684e7-9704-488a-a56d-4c5b8cfcdd69,0.6152337789535522,0.6213635206222534,0.24368685483932495,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,오염,Finishing / Surface Issues
72fdcdb5-c617-4309-8535-70f4fb60f2c7,0.6210179924964905,0.28736287355422974,0.32758626341819763,거실,Entrance / Hallways / Storage,도배지,Concrete,마감불량,Structural Damage & Cracks
b0d8884c-3b95-431e-8682-e727e58adc11,0.1991177201271057,0.6307186484336853,0.49695929884910583,발코니,Kitchen & Dining Spaces - Kitchen,벽면,Tile,마감불량,Finishing / Surface Issues
6491becd-218c-45fa-ad3d-d7ac996d947c,0.664297342300415,0.2980916500091553,0.40034765005111694,현관,Balcony / Outdoor Units / Emergency Spaces,강제창호,Concrete,오염,Leakage & Water-related Issues
92055bf5-2f34-4548-87d5-089a4f81852e,0.3104534149169922,0.39541661739349365,0.3048340678215027,발코니(주방),Bathroom / Hygiene Spaces,오/배수배관,PVC Pipe,마감불량,Leakage & Water-related Issues
1e47af47-67c2-439d-a4b1-b77e215f62d3,0.655410647392273,0.2903100848197937,0.24368685483932495,드레스룸,Entrance / Hallways / Storage,화장대/시스템가구,Painted wall and baseboard,오염,Finishing / Surface Issues
5eb2eea9-604b-4405-a14f-fd1ad733154f,0.6197561025619507,0.49703294038772583,0.287373423576355,주방,Kitchen & Dining Spaces - Kitchen,타일,Pipe and Wall,줄눈탈락,Installation / Construction Faults
41723417-c824-4fae-8839-3017927260fc,0.7141123414039612,0.22557100653648376,0.0,현관,Entrance / Hallways / Storage,도배지,"Painted wall, baseboard, tiled floor",오염,unknown
f7c75987-c1ab-4541-9d72-2f591362b248,0.6210179924964905,0.25262102484703064,0.2736382782459259,거실,Entrance / Hallways / Storage,실리콘,Wood Paneling,오염,Installation / Construction Faults
dc86c71f-ea28-4e38-aa6c-14a2d69df802,0.6666330695152283,0.42741453647613525,0.06806798279285431,거실,Balcony (Living Room),PL창호,Glass,오염,"Fixtures, Doors & Windows Issues"
69f7e9d3-9326-476e-b356-18520cb0c394,0.40004149079322815,0.2940097451210022,0.49695929884910583,침실2,Other Auxiliary Spaces,도배지,Painted Wall,마감불량,Finishing / Surface Issues
ab42a353-0a91-457d-a0d2-cb79782932cc,0.3275296092033386,0.14959238469600677,0.49695929884910583,발코니,Bathroom / Hygiene Spaces,실리콘,Painted Wall,마감불량,Finishing / Surface Issues
82ec5886-de65-490f-a2d5-3ca2bc8d93e0,0.37252095341682434,0.3822421431541443,0.1705217957496643,침실2,Entrance Storage,도배지,Door frame,들뜸,Structural Damage & Cracks
17c9e880-302d-4687-b32a-541369297eb2,0.3149016499519348,0.36611679196357727,0.1705217957496643,침실2,Kitchen & Dining Spaces - Pantry,도배지,Wood,들뜸,Structural Damage & Cracks
3aaba71f-ad55-4fd6-9d59-e5cfe36d5765,0.4842832088470459,0.4476583003997803,0.0,침실2,Living Room,도배지,None,들뜸,unknown
d4494ba5-dd14-47fc-adfe-b07ee544aeed,0.4842832088470459,0.3626995384693146,0.504275918006897,침실2,Living Room,도배지,Ceiling,들뜸,Finishing / Surface Issues
3c481c65-5410-4926-abf3-012718f3146e,0.8562082052230835,0.15771299600601196,0.504275918006897,침실3,Bedroom,마루,Wood paneling,들뜸,Finishing / Surface Issues
8b11103e-025f-44dc-a34e-065287c27c41,0.38376688957214355,0.1729656457901001,0.37324634194374084,침실3,Other Auxiliary Spaces,마루,Wood Paneling,들뜸,Installation / Construction Faults
64f2acd1-e440-42d6-be46-ba0d8eb4c298,0.5509725213050842,0.7060784101486206,0.24368685483932495,실외기실,Other Auxiliary Spaces,페인트,Painted Surface,오염,Finishing / Surface Issues
e4b85de5-9978-4846-889d-85f44bfa7d38,0.9157058596611023,0.3075984716415405,0.24368685483932495,욕실,Bathroom / Hygiene Spaces - Other Bathroom,UBR,Cement grout,오염,Finishing / Surface Issues
ac6934af-6add-4723-8c09-f83836898948,0.6152337789535522,0.43988776206970215,0.24368685483932495,공용욕실,Bathroom / Hygiene Spaces,타일,Painted Wall,오염,Finishing / Surface Issues
4fdbb03e-8689-42f6-b4d5-c7f00ae29fbd,0.6152337789535522,0.8945672512054443,0.24368685483932495,공용욕실,Bathroom / Hygiene Spaces,타일,Grout,오염,Finishing / Surface Issues
3222b8be-42d5-4ed3-83da-05edecf219f0,0.6152337789535522,0.8945672512054443,0.24368685483932495,공용욕실,Bathroom / Hygiene Spaces,타일,Grout,오염,Finishing / Surface Issues
7db6c089-9f30-4ad4-8423-b4ee4bb9eddc,0.6152337789535522,0.4124680757522583,0.06806798279285431,공용욕실,Bathroom / Hygiene Spaces,타일,Toilet seat,오염,"Fixtures, Doors & Windows Issues"
b4807ca3-8b9d-4fc4-846b-aeb9aa814ee1,0.5302916765213013,0.6478938460350037,0.504275918006897,침실3,Walk-in Closet / Dressing Room,벽면,Wallpaper,들뜸,Finishing / Surface Issues
22112a80-9d24-49b6-908a-ca79151a36b0,0.4606126844882965,0.6818003058433533,0.504275918006897,침실3,Entrance / Hallways / Storage,벽면,Painted Wall,들뜸,Finishing / Surface Issues
d7949282-c728-4c84-804a-14fefcc10a9d,0.5302916765213013,0.36512425541877747,0.504275918006897,침실3,Walk-in Closet / Dressing Room,벽면,Fabric covering,들뜸,Finishing / Surface Issues
5501562d-e42c-47a5-ab09-7c799306386d,0.5302916765213013,0.6478938460350037,0.504275918006897,침실3,Walk-in Closet / Dressing Room,벽면,Wallpaper,들뜸,Finishing / Surface Issues
59e89589-9330-484e-a60a-abd7fdf1bedf,0.4181632399559021,0.3663254976272583,0.1705217957496643,침실3,Entrance / Vestibule,벽면,Drywall,들뜸,Structural Damage & Cracks
4aa361a2-0e1d-4181-80c5-7f44b8b135dc,0.5302916765213013,0.3430039882659912,0.0,침실3,Walk-in Closet / Dressing Room,도배지,Fabric,마감불량,unknown
9ca3a67f-333c-443b-b700-56a4c59ca99c,0.5302916765213013,0.2436421811580658,0.49695929884910583,침실3,Walk-in Closet / Dressing Room,도배지,Fabric covering,마감불량,Finishing / Surface Issues
8fb4200a-41af-4be4-9b59-f2ab84e7f659,0.4606126844882965,0.5530762672424316,0.0,침실3,Entrance / Hallways / Storage,도배지,Door,마감불량,unknown
e45e226b-6509-4806-be59-0448b8ad9770,0.7141123414039612,0.44788166880607605,0.1705217957496643,현관,Entrance / Hallways / Storage,페인트,Concrete,들뜸,Structural Damage & Cracks
71b057b1-ba8d-47ab-801b-c37e5adb51eb,0.6152337789535522,0.6213635206222534,0.48998966813087463,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,줄눈탈락,Finishing / Surface Issues
89ac4bf9-4725-426b-80b4-8c21e6a9f6cd,0.48658955097198486,0.2922477424144745,0.0,침실3,Living Room,도배지,Painted wall,오염,unknown
b103d9df-bcb8-428c-859b-b68b7b21f6fc,0.7141123414039612,0.2698240578174591,0.258919894695282,현관,Entrance / Hallways / Storage,페인트,Door frame and door panel,오염,Structural Damage & Cracks
37877238-ad9a-4eac-b30c-5823787aea61,0.4298214614391327,0.2896767556667328,0.0,침실1(안방),Main Living Spaces - Living Room,마루,Flooring,오염,unknown
e558228d-d35a-4bb5-84e5-b1531d075cb3,0.45204365253448486,0.2896767556667328,0.0,침실1(안방),Living Room,마루,Flooring,오염,unknown
676b638f-be9c-4a98-8f6c-4b5d037c7f99,0.45204365253448486,0.2896767556667328,0.24368685483932495,침실1(안방),Living Room,마루,Flooring,오염,Finishing / Surface Issues
285764d5-e3f8-49eb-a669-075b5b386c6b,0.6465598344802856,0.2940097451210022,0.24368685483932495,주방,Bathroom / Hygiene Spaces,도배지,Painted Wall,오염,Finishing / Surface Issues
9929e5b0-ceea-4180-adf6-40c086ff30f4,0.38376688957214355,0.43219834566116333,0.0,침실3,Other Auxiliary Spaces,도배지,Not applicable,오염,unknown
730849b2-8e2e-43a9-9bbd-aeb601224afd,0.6210179924964905,0.15771299600601196,0.0,거실,Entrance / Hallways / Storage,마루,Wood paneling,들뜸,unknown
dcbfa4ff-af42-43fb-9668-29fb4093638e,0.6876909732818604,0.18077616393566132,0.0,거실,Entrance / Vestibule,실리콘,None,마감불량,unknown
232f1e43-b603-4ad4-a6f1-5d578dd339a0,0.40749087929725647,0.3333819508552551,0.24368685483932495,주방,Living Room,장판,Flooring (Wooden),오염,Finishing / Surface Issues
576b3241-8b9a-4f5e-be23-aaff50d21fdb,0.45204365253448486,0.1445012390613556,0.0,침실1(안방),Living Room,도배지,"Wood paneling, wall, baseboard",들뜸,unknown
2b939f66-020a-443c-a31d-424c5654d6c6,0.7969031929969788,0.2940097451210022,0.24368685483932495,침실1(안방),Bedroom,도배지,Painted Wall,오염,Finishing / Surface Issues
3480bcc7-0f12-4ffd-a058-f8860de3ddbf,0.40749087929725647,0.39629966020584106,0.504275918006897,주방,Living Room,걸레받이,Baseboard,들뜸,Finishing / Surface Issues
3f0544bc-5111-4b97-a18f-51a3ec7dcf5e,0.5634350776672363,0.4145767390727997,0.37324634194374084,주방,Entrance / Hallways / Storage,걸레받이,Wall,들뜸,Installation / Construction Faults
4584c917-ad79-41e1-97f2-9681f50eb336,0.6210179924964905,0.3822421431541443,0.504275918006897,거실,Entrance / Hallways / Storage,도배지,Door frame,들뜸,Finishing / Surface Issues
c48fa7f1-a908-43eb-9628-5f62339bd41e,0.6152337789535522,0.3200087547302246,0.32758626341819763,공용욕실,Bathroom / Hygiene Spaces,실리콘,Tile,마감불량,Structural Damage & Cracks
016055f2-e9ea-4de0-8020-c9e798594887,0.6152337789535522,0.0602632537484169,0.49695929884910583,공용욕실,Bathroom / Hygiene Spaces,실리콘,Shower curtain rod,마감불량,Finishing / Surface Issues
8cbbe4c8-fee9-4e3b-a496-6a40589344f6,0.5634350776672363,0.32575589418411255,0.49695929884910583,주방,Entrance / Hallways / Storage,도배지,Paint,마감불량,Finishing / Surface Issues
27c6192c-ad5a-4a76-90fd-5e7191ba722a,0.7141123414039612,0.250282347202301,0.49695929884910583,현관,Entrance / Hallways / Storage,실리콘,Fabric (likely a door or partition),마감불량,Finishing / Surface Issues
ea841035-2f65-4626-abfc-1c7bea4fb35f,0.559199333190918,0.2940097451210022,0.49695929884910583,거실,Main Living Spaces - Living Room,도배지,Painted Wall,마감불량,Finishing / Surface Issues
57e5a2a2-d46b-4317-8560-bc69a693fe02,0.5649206638336182,0.4476583003997803,0.0,침실2,Balcony (Living Room),도배지,None,마감불량,unknown
2f623638-559c-4a68-ba76-0752937b93e4,0.559199333190918,0.3626995384693146,0.49695929884910583,거실,Main Living Spaces - Living Room,도배지,Ceiling,마감불량,Finishing / Surface Issues
9df1c0a3-0a84-475e-a04c-10d3611394f9,0.7141123414039612,0.3558114171028137,0.3262208104133606,현관,Entrance / Hallways / Storage,도배지,Door frame and door,마감불량,Installation / Construction Faults
da4c0bac-6e56-464b-a159-9d888e803192,0.7141123414039612,0.21650710701942444,0.49695929884910583,현관,Entrance / Hallways / Storage,실리콘,Painted surface,마감불량,Finishing / Surface Issues
a03e084d-6f66-4853-8f84-5aa398581333,0.665032684803009,0.42110955715179443,0.17818710207939148,실외기실,Entrance / Vestibule,벽면,Glass,마감불량,"Fixtures, Doors & Windows Issues"
b3b055fb-3af1-41d6-a89f-348bf57789b0,0.6825559139251709,0.8213172554969788,0.3262208104133606,실외기실,Balcony (Living Room),벽면,Wall,마감불량,Installation / Construction Faults
209fbea7-c497-4e30-a557-c115d8076a58,0.7277857065200806,0.6818003058433533,0.49695929884910583,실외기실,Entrance / Hallways / Storage,벽면,Painted Wall,마감불량,Finishing / Surface Issues
f9e5f35b-f1c1-4204-b4fa-13e4e45dc582,0.7141123414039612,0.17004629969596863,0.32758626341819763,현관,Entrance / Hallways / Storage,도배지,Drywall,마감불량,Structural Damage & Cracks
b441639a-dd87-4bf0-bd24-4e00703ace92,0.6152337789535522,0.0,0.0,공용욕실,Bathroom / Hygiene Spaces,실리콘,unknown,마감불량,unknown
6e644e82-9da5-44c2-9224-ce37361ff742,0.4323700964450836,0.17004629969596863,0.32758626341819763,거실,Bathroom / Hygiene Spaces - Common Bathroom,도배지,Drywall,마감불량,Structural Damage & Cracks
2cbbb008-0168-4ed9-9011-e5230a065c99,0.4136674702167511,0.3158720135688782,0.32758626341819763,거실,Kitchen & Dining Spaces,도배지,Glass,마감불량,Structural Damage & Cracks
4b1c4713-cce2-4cbd-9913-ca589247ae8e,0.47734054923057556,0.2940097451210022,0.49695929884910583,거실,Bathroom / Hygiene Spaces,도배지,Painted Wall,마감불량,Finishing / Surface Issues
ad819702-5d84-4a17-ab21-d1053a515d3b,0.5109831094741821,0.2940097451210022,0.49695929884910583,침실1(안방),Entrance / Hallways / Storage,도배지,Painted Wall,마감불량,Finishing / Surface Issues
c1277da6-a7ce-4108-aee5-e1e07aa7b497,0.6210179924964905,0.6818003058433533,0.49695929884910583,거실,Entrance / Hallways / Storage,벽면,Painted Wall,마감불량,Finishing / Surface Issues
06346e4a-e105-4014-b095-aa8785d17a22,0.36891984939575195,0.6818003058433533,0.49695929884910583,거실,Laundry Room,벽면,Painted Wall,마감불량,Finishing / Surface Issues
3eb679b1-2d70-4755-a7e4-2440fc84435c,0.6210179924964905,0.2996314465999603,0.3262208104133606,거실,Entrance / Hallways / Storage,도배지,Wood (flooring),마감불량,Installation / Construction Faults
bac9a8e0-f9bf-4636-bc27-e1746d8ac1f8,0.1497800648212433,0.6213635206222534,0.49695929884910583,부부욕실,Bathroom / Hygiene Spaces,타일,Tile,마감불량,Finishing / Surface Issues
41f91eac-7e62-4e35-9448-f6f7514eb318,0.1497800648212433,0.8945672512054443,0.49695929884910583,부부욕실,Bathroom / Hygiene Spaces,타일,Grout,마감불량,Finishing / Surface Issues
58a263ac-515a-47d4-ab13-ff558353f464,0.5302916765213013,0.2940097451210022,0.49695929884910583,침실3,Walk-in Closet / Dressing Room,도배지,Painted Wall,마감불량,Finishing / Surface Issues
eb9f6c5f-c957-4322-b243-b82d3e5b8a12,0.8812792301177979,0.43219834566116333,0.0,드레스룸,Walk-in Closet / Dressing Room,도배지,Not applicable,마감불량,unknown
f23f17f0-6f49-48d1-8662-11a404049458,0.6152337789535522,0.0,0.0,공용욕실,Bathroom / Hygiene Spaces,실리콘,unknown,마감불량,unknown
67099b75-c24a-4ad5-a55d-9994584fc08a,0.6210179924964905,0.1839924305677414,0.3262208104133606,거실,Entrance / Hallways / Storage,도배지,"Door frame, baseboard, wall paneling",마감불량,Installation / Construction Faults
13411cf4-e900-435f-8f67-66ed2e08bd15,0.6210179924964905,0.2142709195613861,0.0,거실,Entrance / Hallways / Storage,도배지,Wood Flooring,마감불량,unknown
2f662e2a-d9a3-481a-95ac-a879c92e9bc0,0.5634350776672363,0.19069385528564453,0.3262208104133606,주방,Entrance / Hallways / Storage,실리콘,Laminate Flooring,마감불량,Installation / Construction Faults
ac01d9fb-a37c-4f3a-8a39-96bc7358a320,0.618415355682373,0.0,0.0,거실,Living Room,도배지,unknown,마감불량,unknown
74232265-e12b-4985-8682-1fe8c29fa71e,0.43545669317245483,0.23061560094356537,0.5295225381851196,침실3,Main Living Spaces - Living Room,도배지,Electrical outlet,마감불량,None
f5db0bca-0f93-4827-a38a-22379644b6aa,0.4021446108818054,0.4032710790634155,0.49695929884910583,거실,Balcony (Other),벽면,Window Frame,마감불량,Finishing / Surface Issues
a52e2e56-8a17-4582-8ae3-3f9d71ed1cb8,0.8812792301177979,0.2940097451210022,0.49695929884910583,드레스룸,Walk-in Closet / Dressing Room,도배지,Painted Wall,마감불량,Finishing / Surface Issues
39d321eb-d8c2-4ff8-a948-51c11c0260d3,0.6152337789535522,0.3200087547302246,0.0,공용욕실,Bathroom / Hygiene Spaces,실리콘,Tile,마감불량,unknown
dcd99933-c1e3-4447-80b8-e8ec3601ba9d,0.6152337789535522,0.026270192116498947,0.5295225381851196,공용욕실,Bathroom / Hygiene Spaces,실리콘,"Grab Bar, Bathtub",마감불량,None
964eb29a-4935-4981-9314-16b1d033c7e5,0.4889439046382904,0.2940097451210022,0.49695929884910583,주방,Walk-in Closet / Dressing Room,도배지,Painted Wall,마감불량,Finishing / Surface Issues
7a09cef1-4cf0-422e-810a-66277af3f895,0.43532928824424744,0.17004629969596863,0.3262208104133606,침실2,Entrance / Vestibule,도배지,Drywall,마감불량,Installation / Construction Faults
55eed552-8879-4eff-9e4e-6c04fbc26448,0.4842832088470459,0.2940097451210022,0.49695929884910583,침실2,Living Room,도배지,Painted Wall,마감불량,Finishing / Surface Issues
4c3a63ad-a792-41fc-9f18-0ef78c9c1a0f,0.3966563940048218,0.6629339456558228,0.49695929884910583,현관,Bathroom / Hygiene Spaces,장판,Caulking,마감불량,Finishing / Surface Issues
1b54c7f8-5335-49e1-9efb-0cec20440f8a,0.7141123414039612,0.3506988286972046,0.49695929884910583,현관,Entrance / Hallways / Storage,장판,Painted wall and baseboard,마감불량,Finishing / Surface Issues
3726af5b-8006-4ddf-b6bb-b95fbc46b01e,0.3327150344848633,0.29846829175949097,0.49695929884910583,현관,Kitchen & Dining Spaces - Kitchen,장판,Laminate Flooring,마감불량,Finishing / Surface Issues
